id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_action,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10555,2600926,,2026-02-10,,,648.0,ready,2026-02-11 00:39:31,2026-02-11 00:39:32,VALIDATE,TTJKEXJ020A9K9J1ZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10556,2600927,,2026-02-10,,,1021.44,ready,2026-02-11 00:39:32,2026-02-11 00:39:32,VALIDATE,MYAF0JK9V0AQG3K40BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10557,2600928,,2026-02-10,,,580.0,ready,2026-02-11 00:39:33,2026-02-11 00:39:33,VALIDATE,R6HK36Q3K4BDFHFH0BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10558,2600929,,2026-02-10,,,638.0,ready,2026-02-11 00:39:34,2026-02-11 00:39:34,VALIDATE,VX677X6BCK0VBRGZ0BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10559,2600930,,2026-02-10,,,1718.0,ready,2026-02-11 00:39:35,2026-02-11 00:39:35,VALIDATE,3PDY5H68YXFCDTBJ0BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10560,2600931,,2026-02-10,,,728.5,ready,2026-02-11 00:39:36,2026-02-11 00:39:36,VALIDATE,TSSSQ88QF5FR37G90BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10561,2600932,,2026-02-10,,,390.0,ready,2026-02-11 00:39:37,2026-02-11 00:39:37,VALIDATE,YQHVT9BM8MYKPYN60BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10562,2600933,,2026-02-10,,,81.0,ready,2026-02-11 00:39:38,2026-02-11 00:39:38,VALIDATE,M82J0FEQER7WFH5B3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10563,2600934,,2026-02-10,,,1219.0,ready,2026-02-11 00:39:38,2026-02-11 00:39:39,VALIDATE,P0QDAWAH6NW21R5B3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:22,2026-03-10T14:00:55.415794
10564,2600935,,2026-02-10,,,1370.0,ready,2026-02-11 00:39:40,2026-02-11 00:39:40,VALIDATE,7MYQ25621EGGWB0G3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10565,2600936,,2026-02-10,,,2416.0,ready,2026-02-11 00:39:41,2026-02-11 00:39:41,VALIDATE,F33HT2CGRS5TBV9E3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10566,2600937,,2026-02-10,,,3189.0,ready,2026-02-11 00:39:42,2026-02-11 00:39:42,VALIDATE,FW91NY72M6N0XAJB3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10567,2600938,,2026-02-10,,,1016.0,ready,2026-02-11 00:39:44,2026-02-11 00:39:44,VALIDATE,0DM0A2XD56NQGT9M3BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10568,2600939,,2026-02-10,,,880.0,ready,2026-02-11 00:39:45,2026-02-11 00:39:45,VALIDATE,G0TSY83QGTF3KZ813BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10569,2600940,,2026-02-10,,,328.0,ready,2026-02-11 00:39:46,2026-02-11 00:39:46,VALIDATE,799FQD5DZ2DRQQ0B4BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10570,2600941,,2026-02-10,,,4155.0,ready,2026-02-11 00:39:46,2026-02-11 00:39:46,VALIDATE,JYPEQQBWHQCVCJ4B4BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10571,2600942,,2026-02-10,,,78.0,ready,2026-02-11 00:39:47,2026-02-11 00:39:47,VALIDATE,VMRYYRHBZJ9V47434BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10572,2600943,,2026-02-10,,,308.0,ready,2026-02-11 00:39:48,2026-02-11 00:39:48,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10573,2600944,,2026-02-10,,,308.0,ready,2026-02-11 00:39:49,2026-02-11 00:39:49,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10574,2600945,,2026-02-10,,,222.59,ready,2026-02-11 00:39:49,2026-02-11 00:39:49,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10575,2600946,,2026-02-10,,,187.59,ready,2026-02-11 00:39:50,2026-02-11 00:39:50,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10576,2600947,,2026-02-10,,,3240.0,ready,2026-02-11 00:39:51,2026-02-11 00:39:51,VALIDATE,JCPQCWGSY7W0D00A4BKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10577,2600948,,2026-02-10,,,475.0,ready,2026-02-11 00:39:52,2026-02-11 00:39:52,VALIDATE,TJBWFZ6789PEE6WD4BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10578,2600949,,2026-02-10,,,151.0,ready,2026-02-11 00:39:53,2026-02-11 00:39:53,VALIDATE,J0YPHVTG93GN70QZ4BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10579,2600950,,2026-02-10,,,517.0,ready,2026-02-11 00:39:54,2026-02-11 00:39:54,VALIDATE,4DF3GE9CF7WQMSJN4BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10580,2600951,,2026-02-10,,,107.5,ready,2026-02-11 00:39:55,2026-02-11 00:39:56,VALIDATE,4CQC251RBAK2VY6W5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10586,2600957,,2026-02-10,,,298.0,ready,2026-02-11 00:40:01,2026-02-11 00:40:01,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10587,2600958,,2026-02-10,,,222.59,ready,2026-02-11 00:40:01,2026-02-11 00:40:01,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10588,SB76468,,2026-02-10,,,57.6,ready,2026-02-11 00:40:31,2026-02-11 00:40:31,VALIDATE,2FAZFH4MEXRFWVYB5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10402,2600806,,2026-02-09,,,358.0,ready,2026-02-10 00:40:09,2026-02-10 00:40:09,NORMAL,,,,,2026-03-10T14:00:54.784514
10403,2600807,,2026-02-09,,,2272.0,ready,2026-02-10 00:40:10,2026-02-10 00:40:10,NORMAL,,,,,2026-03-10T14:00:54.784514
10404,2600808,,2026-02-09,,,880.0,ready,2026-02-10 00:40:11,2026-02-10 00:40:12,NORMAL,,,,,2026-03-10T14:00:54.784514
10405,2600809,,2026-02-09,,,880.0,ready,2026-02-10 00:40:12,2026-02-10 00:40:13,NORMAL,,,,,2026-03-10T14:00:54.784514
10406,2600810,,2026-02-09,,,79.5,ready,2026-02-10 00:40:13,2026-02-10 00:40:14,NORMAL,,,,,2026-03-10T14:00:54.784514
10407,2600811,,2026-02-09,,,590.0,ready,2026-02-10 00:40:14,2026-02-10 00:40:14,NORMAL,,,,,2026-03-10T14:00:54.784514
10408,2600812,,2026-02-09,,,439.0,ready,2026-02-10 00:40:15,2026-02-10 00:40:15,NORMAL,,,,,2026-03-10T14:00:54.784514
10409,2600813,,2026-02-09,,,1328.67,ready,2026-02-10 00:40:16,2026-02-10 00:40:16,VALIDATE,TSGK4S4A61ASN15RGXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10410,2600814,,2026-02-09,,,1760.0,ready,2026-02-10 00:40:17,2026-02-10 00:40:17,VALIDATE,BPPPGFHXY82JYPZCGXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10411,2600815,,2026-02-09,,,2410.0,ready,2026-02-10 00:40:18,2026-02-10 00:40:18,VALIDATE,6T09PPCESF0424B9GXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10412,2600816,,2026-02-09,,,4170.0,ready,2026-02-10 00:40:19,2026-02-10 00:40:19,VALIDATE,Y1W0PVMHH9HAA5T1HXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10413,2600817,,2026-02-09,,,418.0,ready,2026-02-10 00:40:20,2026-02-10 00:40:21,VALIDATE,S2P4M4DKWPGY9XMGHXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10414,2600818,,2026-02-09,,,294.0,ready,2026-02-10 00:40:21,2026-02-10 00:40:21,VALIDATE,QBFRNX8084ETB9FGJXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10415,2600819,,2026-02-09,,,222.59,ready,2026-02-10 00:40:22,2026-02-10 00:40:22,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10416,2600820,,2026-02-09,,,222.59,ready,2026-02-10 00:40:23,2026-02-10 00:40:23,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10417,2600821,,2026-02-09,,,187.59,ready,2026-02-10 00:40:23,2026-02-10 00:40:23,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10418,2600822,,2026-02-09,,,222.59,ready,2026-02-10 00:40:24,2026-02-10 00:40:24,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10419,2600823,,2026-02-09,,,187.59,ready,2026-02-10 00:40:25,2026-02-10 00:40:25,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10420,2600824,,2026-02-09,,,187.59,ready,2026-02-10 00:40:25,2026-02-10 00:40:25,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10421,2600825,,2026-02-09,,,222.59,ready,2026-02-10 00:40:26,2026-02-10 00:40:26,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10422,2600826,,2026-02-09,,,222.59,ready,2026-02-10 00:40:27,2026-02-10 00:40:27,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10423,2600827,,2026-02-09,,,308.0,ready,2026-02-10 00:40:27,2026-02-10 00:40:27,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10424,2600828,,2026-02-09,,,246.56,ready,2026-02-10 00:40:28,2026-02-10 00:40:28,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10425,2600829,,2026-02-09,,,301.76,ready,2026-02-10 00:40:29,2026-02-10 00:40:29,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10426,2600830,,2026-02-09,,,529.0,ready,2026-02-10 00:40:29,2026-02-10 00:40:29,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10427,2600831,,2026-02-09,,,379.0,ready,2026-02-10 00:40:30,2026-02-10 00:40:30,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10428,2600832,,2026-02-09,,,308.0,ready,2026-02-10 00:40:31,2026-02-10 00:40:31,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10429,2600833,,2026-02-09,,,187.59,ready,2026-02-10 00:40:31,2026-02-10 00:40:31,EXTERNAL,,,,,2026-03-10T14:00:54.784514
10430,2600834,,2026-02-09,,,1869.0,ready,2026-02-10 00:40:32,2026-02-10 00:40:33,VALIDATE,TYGPHA2P6MYE5SSYJXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10431,2600835,,2026-02-09,,,38.0,ready,2026-02-10 00:40:34,2026-02-10 00:40:34,VALIDATE,E0HSQ4AFS04J5XV7JXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10432,2600836,,2026-02-09,,,880.0,ready,2026-02-10 00:40:35,2026-02-10 00:40:35,VALIDATE,YRVM51XTEFB4P876JXPSE3HK10,VALID,2026-02-10 17:40:49,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10433,2600837,,2026-02-09,,,880.0,ready,2026-02-10 00:40:36,2026-02-10 00:40:36,VALIDATE,3SJQ708PATSDVJQHJXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10434,2600838,,2026-02-09,,,880.0,ready,2026-02-10 00:40:37,2026-02-10 00:40:37,VALIDATE,8NVTJKM4HDAB0050JXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10435,2600839,,2026-02-09,,,701.0,ready,2026-02-10 00:40:38,2026-02-10 00:40:38,VALIDATE,CEGCTGASJFHZ0RVEKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10436,2600840,,2026-02-09,,,522.0,ready,2026-02-10 00:40:39,2026-02-10 00:40:39,VALIDATE,XK9XBCT5B9G58P22KXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10437,2600841,,2026-02-09,,,701.0,ready,2026-02-10 00:40:40,2026-02-10 00:40:40,VALIDATE,J8PD402G9JT9XE23KXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10438,2600842,,2026-02-09,,,701.0,ready,2026-02-10 00:40:41,2026-02-10 00:40:41,VALIDATE,EAT9PFNTETAN5AMVKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10439,2600843,,2026-02-09,,,722.0,ready,2026-02-10 00:40:42,2026-02-10 00:40:42,VALIDATE,4MDCXDNT6THT47ZGKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10440,2600844,,2026-02-09,,,701.0,ready,2026-02-10 00:40:43,2026-02-10 00:40:43,VALIDATE,ZZHY4CMCVNZ2Q75JKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10441,2600845,,2026-02-09,,,13.0,ready,2026-02-10 00:40:43,2026-02-10 00:40:44,VALIDATE,0WQ64JHD419WBQ8TKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10442,2600846,,2026-02-09,,,370.0,ready,2026-02-10 00:40:44,2026-02-10 00:40:44,VALIDATE,CWG8QVYSGTBQWGR5KXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10443,2600847,,2026-02-09,,,3971.0,ready,2026-02-10 00:40:45,2026-02-10 00:40:45,VALIDATE,R80GPH8ENDJZ5PKAKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10444,2600848,,2026-02-09,,,1760.0,ready,2026-02-10 00:40:47,2026-02-10 00:40:47,VALIDATE,VJ2M312EX89DRV1VKXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10445,2600849,,2026-02-09,,,1578.7,ready,2026-02-10 00:40:48,2026-02-10 00:40:48,VALIDATE,T8XWGCWES9E1Z61HMXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10446,2600850,,2026-02-09,,,2216.0,ready,2026-02-10 00:40:49,2026-02-10 00:40:49,VALIDATE,8C32NNNWY485EBS0MXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10447,2600851,,2026-02-09,,,867.0,ready,2026-02-10 00:40:50,2026-02-10 00:40:50,VALIDATE,J7HWMV0WN9DCDZJWMXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10448,2600852,,2026-02-09,,,1808.4,ready,2026-02-10 00:40:51,2026-02-10 00:40:51,VALIDATE,J2AFRBBZTGMA2BG4MXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10449,2600853,,2026-02-09,,,880.0,ready,2026-02-10 00:40:53,2026-02-10 00:40:53,VALIDATE,CXEWKN6PY3E60NKSMXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10450,2600854,,2026-02-09,,,880.0,ready,2026-02-10 00:40:54,2026-02-10 00:40:54,VALIDATE,ZQ03PGGRQ85EWX4FMXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10451,2600855,,2026-02-09,,,2006.0,ready,2026-02-10 00:40:55,2026-02-10 00:40:55,VALIDATE,DEA9KYFNBYMY7J8PNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10452,2600856,,2026-02-09,,,880.0,ready,2026-02-10 00:40:56,2026-02-10 00:40:56,VALIDATE,YNZW1Z71559NEC0YNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10453,2600857,,2026-02-09,,,880.0,ready,2026-02-10 00:40:57,2026-02-10 00:40:57,VALIDATE,FHHE31YPXTRMYRDYNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10454,2600858,,2026-02-09,,,880.0,ready,2026-02-10 00:40:58,2026-02-10 00:40:58,VALIDATE,GGRGNWEZ8AZ33HFJNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10455,2600859,,2026-02-09,,,631.0,ready,2026-02-10 00:40:59,2026-02-10 00:40:59,NORMAL,,,,,2026-03-10T14:00:54.784514
10456,2600860,,2026-02-09,,,1000.0,ready,2026-02-10 00:41:00,2026-02-10 00:41:01,NORMAL,,,,,2026-03-10T14:00:54.784514
10457,2600861,,2026-02-09,,,215.0,ready,2026-02-10 00:41:01,2026-02-10 00:41:02,VALIDATE,DTXNV7493FPQQBHMNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10458,2600862,,2026-02-09,,,254.0,ready,2026-02-10 00:41:02,2026-02-10 00:41:02,VALIDATE,MQ23RYWV19EW8491NXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10459,2600863,,2026-02-09,,,1759.0,ready,2026-02-10 00:41:03,2026-02-10 00:41:03,VALIDATE,YE8T216FM6YN2003NXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10460,2600864,,2026-02-09,,,880.0,ready,2026-02-10 00:41:04,2026-02-10 00:41:04,VALIDATE,5YRW5JR65JXCVJYMNXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10461,2600865,,2026-02-09,,,880.0,ready,2026-02-10 00:41:05,2026-03-04 17:13:11,VALIDATE,AE38WJRQ7GGJDFK9NXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10462,2600866,,2026-02-09,,,1596.0,ready,2026-02-10 00:41:06,2026-02-10 00:41:06,VALIDATE,1M3ANCT7CSDR08XAPXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:56,2026-03-10T14:00:54.784514
10463,2600867,,2026-02-09,,,522.0,ready,2026-02-10 00:41:07,2026-02-10 00:41:07,VALIDATE,0DTTECA6VHC2GAYXRXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10464,2600868,,2026-02-09,,,880.0,ready,2026-02-10 00:41:08,2026-02-10 00:41:08,VALIDATE,62BZ6BSPZBCFX1DERXPSE3HK10,VALID,2026-02-10 17:40:50,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10465,2600869,,2026-02-09,,,522.0,ready,2026-02-10 00:41:09,2026-02-10 00:41:09,VALIDATE,QKS9Q4WVX5E9WM3ERXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10466,2600870,,2026-02-09,,,224.0,ready,2026-02-10 00:41:10,2026-02-10 00:41:10,VALIDATE,S3MDTCVPDCBD3XC1SXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10467,2600871,,2026-02-09,,,1179.0,ready,2026-02-10 00:41:10,2026-02-10 00:41:11,VALIDATE,43XDBRW2QZ0SC1R1SXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10468,2600872,,2026-02-09,,,358.0,ready,2026-02-10 00:41:11,2026-02-10 00:41:12,VALIDATE,0RJPCFZ6AMAG73K8SXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10469,2600873,,2026-02-09,,,2422.0,ready,2026-02-10 00:41:12,2026-02-10 00:41:12,VALIDATE,9WMC3E9NDSF313Z5SXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10470,2600874,,2026-02-09,,,1568.0,ready,2026-02-10 00:41:14,2026-02-10 00:41:14,VALIDATE,04ZG4RD2FWVP1YK4ZXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10471,2600875,,2026-02-09,,,343.0,ready,2026-02-10 00:41:15,2026-02-10 00:41:15,VALIDATE,GEM5QN3MFEKA8XZCZXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10472,2600876,,2026-02-09,,,537.0,ready,2026-02-10 00:41:15,2026-02-10 00:41:16,VALIDATE,RR3NC2NQECFBJBFXZXPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10473,2600877,,2026-02-09,,,1259.0,ready,2026-02-10 00:41:16,2026-02-10 00:41:17,VALIDATE,PJF3R2P0CH4PWYGW0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10474,2600878,,2026-02-09,,,90.0,ready,2026-02-10 00:41:18,2026-02-10 00:41:18,VALIDATE,29S6MW1MTGDCQ1F60YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10475,2600879,,2026-02-09,,,1160.0,ready,2026-02-10 00:41:19,2026-02-10 00:41:19,VALIDATE,HEN6NZZCG67JS8GB0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10476,2600880,,2026-02-09,,,1141.71,ready,2026-02-10 00:41:19,2026-02-10 00:41:20,VALIDATE,Y0TE1VCPSMSWVE240YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10477,2600881,,2026-02-09,,,880.0,ready,2026-02-10 00:41:20,2026-02-10 00:41:21,VALIDATE,TTKCX65XAG36X2BJ0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10478,2600882,,2026-02-09,,,2085.0,ready,2026-02-10 00:41:21,2026-02-10 00:41:22,VALIDATE,4BY7MF9SPR98CD2H0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10479,2600883,,2026-02-09,,,1208.0,ready,2026-02-10 00:41:23,2026-02-10 00:41:23,VALIDATE,TNPWTMFXZEVEWYTJ0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10480,2600884,,2026-02-09,,,1029.0,ready,2026-02-10 00:41:24,2026-02-10 00:41:24,VALIDATE,K49VXV4VBEC33JV50YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10481,2600885,,2026-02-09,,,751.0,ready,2026-02-10 00:41:24,2026-02-10 00:41:25,VALIDATE,03SNN0BGGVX3XJFN0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10482,2600886,,2026-02-09,,,4862.0,ready,2026-02-10 00:41:25,2026-02-10 00:41:26,VALIDATE,J5F3W71RQXTT5VSV0YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10483,2600887,,2026-02-09,,,508.0,ready,2026-02-10 00:41:27,2026-02-10 00:41:27,VALIDATE,WMCNAZVWKAXZPJKR1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10484,2600888,,2026-02-09,,,2574.0,ready,2026-02-10 00:41:28,2026-02-10 00:41:28,VALIDATE,8VV3NSC4ZK6901WN1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10485,2600889,,2026-02-09,,,4071.0,ready,2026-02-10 00:41:29,2026-02-10 00:41:30,VALIDATE,C2Q96QK6KGA2JW1W1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10486,2600890,,2026-02-09,,,21.6,ready,2026-02-10 00:41:31,2026-02-10 00:41:31,VALIDATE,M8C7DTZP09XP2HYX1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10487,2600891,,2026-02-09,,,264.0,ready,2026-02-10 00:41:31,2026-02-10 00:41:31,VALIDATE,1HXYZTSMA5BYYY8G1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:54.784514
10488,2600892,,2026-02-09,,,344.0,ready,2026-02-10 00:41:32,2026-02-10 00:41:32,VALIDATE,YX529KN7F1KWJ23G1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:55.415794
10489,2600893,,2026-02-09,,,274.0,ready,2026-02-10 00:41:33,2026-02-10 00:41:33,VALIDATE,56Q7WX0YE9VX4BAF1YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:55.415794
10490,2600894,,2026-02-09,,,667.0,ready,2026-02-10 00:41:33,2026-02-10 00:41:34,VALIDATE,7JG4VXDY07D022N01YPSE3HK10,VALID,2026-02-10 17:40:51,2026-02-10 17:40:55,2026-03-10T14:00:55.415794
10491,2600895,,2026-02-09,,,458.0,ready,2026-02-10 00:41:34,2026-02-10 00:41:34,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10492,2600896,,2026-02-09,,,488.0,ready,2026-02-10 00:41:35,2026-02-10 00:41:35,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10493,2600897,,2026-02-09,,,320.0,ready,2026-02-10 00:41:36,2026-02-10 00:41:36,EXTERNAL,,,,,2026-03-10T14:00:55.415794
