id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10189,2600645,,2026-02-04,,,368.0,ready,2026-02-04 15:26:44,2026-02-04 15:26:44,,,,,2026-03-10T11:03:33.511830
10190,2600646,,2026-02-04,,,2671.0,ready,2026-02-04 15:26:45,2026-02-04 15:26:45,,,,,2026-03-10T11:03:33.511830
10191,2600647,,2026-02-04,,,328.0,ready,2026-02-04 15:26:46,2026-02-04 15:26:46,,,,,2026-03-10T11:03:33.511830
10192,2600648,,2026-02-04,,,298.0,ready,2026-02-04 15:26:47,2026-02-04 15:26:47,,,,,2026-03-10T11:03:33.511830
10193,2600649,,2026-02-04,,,424.0,ready,2026-02-04 15:26:48,2026-02-04 15:26:48,,,,,2026-03-10T11:03:33.511830
10194,2600650,,2026-02-04,,,520.0,ready,2026-02-04 15:26:49,2026-02-04 15:26:49,,,,,2026-03-10T11:03:33.511830
10195,2600651,,2026-02-04,,,520.0,ready,2026-02-04 15:26:49,2026-02-04 15:26:49,,,,,2026-03-10T11:03:33.511830
10196,2600652,,2026-02-04,,,508.0,ready,2026-02-04 15:26:50,2026-02-04 15:26:50,,,,,2026-03-10T11:03:33.511830
10197,2600653,,2026-02-04,,,379.0,ready,2026-02-04 15:26:51,2026-02-04 15:26:51,,,,,2026-03-10T11:03:33.511830
10198,2600654,,2026-02-04,,,301.76,ready,2026-02-04 15:26:51,2026-02-04 15:26:51,,,,,2026-03-10T11:03:33.511830
10199,2600655,,2026-02-04,,,298.0,ready,2026-02-04 15:26:52,2026-02-04 15:26:52,,,,,2026-03-10T11:03:33.511830
10200,2600656,,2026-02-04,,,508.0,ready,2026-02-04 15:26:53,2026-02-04 15:26:53,,,,,2026-03-10T11:03:33.511830
10201,2600657,,2026-02-04,,,462.0,ready,2026-02-04 15:26:53,2026-02-04 15:26:53,,,,,2026-03-10T11:03:33.511830
10202,2600658,,2026-02-04,,,308.0,ready,2026-02-04 15:26:54,2026-02-04 15:26:54,,,,,2026-03-10T11:03:33.511830
10203,2600659,,2026-02-04,,,308.0,ready,2026-02-04 15:26:55,2026-02-04 15:26:55,,,,,2026-03-10T11:03:33.511830
10204,2600660,,2026-02-04,,,308.0,ready,2026-02-04 15:26:55,2026-02-04 15:26:55,,,,,2026-03-10T11:03:33.511830
10205,2600661,,2026-02-04,,,641.5,ready,2026-02-04 15:26:56,2026-02-04 15:26:56,,,,,2026-03-10T11:03:33.511830
10206,2600662,,2026-02-04,,,808.0,ready,2026-02-04 15:26:57,2026-02-04 15:26:57,,,,,2026-03-10T11:03:33.511830
10207,2600663,,2026-02-04,,,648.0,ready,2026-02-04 15:26:58,2026-02-04 15:26:58,,,,,2026-03-10T11:03:33.511830
10208,2600664,,2026-02-04,,,212.59,ready,2026-02-04 15:26:59,2026-02-04 15:26:59,,,,,2026-03-10T11:03:33.511830
10209,2600665,,2026-02-04,,,809.25,ready,2026-02-04 15:26:59,2026-02-04 15:27:00,,,,,2026-03-10T11:03:33.511830
10210,2600666,,2026-02-04,,,177.0,ready,2026-02-04 15:27:01,2026-02-04 15:27:01,,,,,2026-03-10T11:03:33.511830
10211,2600667,,2026-02-04,,,1775.0,ready,2026-02-04 15:27:02,2026-02-04 15:27:02,,,,,2026-03-10T11:03:33.511830
10212,2600668,,2026-02-04,,,599.0,ready,2026-02-04 15:27:03,2026-02-04 15:27:03,,,,,2026-03-10T11:03:33.511830
10213,2600669,,2026-02-04,,,117.5,ready,2026-02-04 15:27:04,2026-02-04 15:27:04,,,,,2026-03-10T11:03:33.511830
10214,2600670,,2026-02-04,,,39.0,ready,2026-02-04 15:27:05,2026-02-04 15:27:05,,,,,2026-03-10T11:03:33.511830
10215,2600671,,2026-02-04,,,2605.0,ready,2026-02-04 15:27:06,2026-02-04 15:27:06,,,,,2026-03-10T11:03:33.511830
10216,2600672,,2026-02-04,,,6558.5,ready,2026-02-04 15:27:08,2026-02-04 15:27:08,,,,,2026-03-10T11:03:33.511830
10217,2600673,,2026-02-04,,,55.0,ready,2026-02-04 15:27:10,2026-02-04 15:27:10,,,,,2026-03-10T11:03:33.511830
10218,2600674,,2026-02-04,,,973.0,ready,2026-02-04 15:27:11,2026-02-04 15:27:11,,,,,2026-03-10T11:03:33.511830
10219,2600675,,2026-02-04,,,947.0,ready,2026-02-04 15:27:12,2026-02-04 15:27:12,,,,,2026-03-10T11:03:33.511830
10220,2600676,,2026-02-04,,,717.0,ready,2026-02-04 15:27:13,2026-02-04 15:27:13,,,,,2026-03-10T11:03:33.511830
10221,2600677,,2026-02-04,,,656.6,ready,2026-02-04 15:27:14,2026-02-04 15:27:14,,,,,2026-03-10T11:03:33.511830
10222,2600678,,2026-02-04,,,1195.0,ready,2026-02-04 15:27:15,2026-02-04 15:27:15,,,,,2026-03-10T11:03:33.511830
10223,2600679,,2026-02-04,,,905.0,ready,2026-02-04 15:27:17,2026-02-04 15:27:17,,,,,2026-03-10T11:03:33.511830
10224,2600680,,2026-02-04,,,710.5,ready,2026-02-04 15:27:18,2026-02-04 15:27:19,,,,,2026-03-10T11:03:33.511830
10225,2600681,,2026-02-04,,,61.5,ready,2026-02-04 15:27:20,2026-02-04 15:27:20,,,,,2026-03-10T11:03:33.511830
10226,2600682,,2026-02-04,,,2731.0,ready,2026-02-04 15:27:21,2026-02-04 15:27:21,,,,,2026-03-10T11:03:33.511830
10227,2600683,,2026-02-04,,,164.0,ready,2026-02-04 15:27:22,2026-02-04 15:27:22,,,,,2026-03-10T11:03:33.511830
10228,2600684,,2026-02-04,,,1287.0,ready,2026-02-04 15:27:23,2026-02-04 15:27:23,,,,,2026-03-10T11:03:33.511830
10229,2600685,,2026-02-04,,,1833.0,ready,2026-02-04 15:27:24,2026-02-04 15:27:24,,,,,2026-03-10T11:03:33.511830
10230,2600686,,2026-02-04,,,648.0,ready,2026-02-04 15:27:25,2026-02-04 15:27:25,,,,,2026-03-10T11:03:33.511830
10231,2600687,,2026-02-04,,,565.5,ready,2026-02-04 15:27:26,2026-02-04 15:27:26,,,,,2026-03-10T11:03:33.511830
10232,2600688,,2026-02-04,,,117.5,ready,2026-02-04 15:27:27,2026-02-04 15:27:27,,,,,2026-03-10T11:03:33.511830
10233,2600689,,2026-02-04,,,567.0,ready,2026-02-04 15:27:28,2026-02-04 15:27:28,,,,,2026-03-10T11:03:33.511830
10234,2600690,,2026-02-04,,,2501.0,ready,2026-02-04 15:27:29,2026-02-04 15:27:29,,,,,2026-03-10T11:03:33.511830
10235,2600691,,2026-02-04,,,1205.0,ready,2026-02-04 15:27:31,2026-02-04 15:27:31,,,,,2026-03-10T11:03:33.511830
10236,2600692,,2026-02-04,,,1949.0,ready,2026-02-04 15:27:32,2026-02-04 15:27:32,,,,,2026-03-10T11:03:33.511830
10237,2600693,,2026-02-04,,,1240.0,ready,2026-02-04 15:27:33,2026-02-04 15:27:33,,,,,2026-03-10T11:03:33.511830
10238,2600694,,2026-02-04,,,478.0,ready,2026-02-04 15:27:34,2026-02-04 15:27:34,,,,,2026-03-10T11:03:33.511830
10239,2600695,,2026-02-04,,,1.8,ready,2026-02-04 15:27:35,2026-02-04 15:27:35,,,,,2026-03-10T11:03:33.511830
10240,2600696,,2026-02-04,,,730.5,ready,2026-02-04 15:27:36,2026-02-04 15:27:36,,,,,2026-03-10T11:03:33.511830
10241,2600697,,2026-02-04,,,1019.5,ready,2026-02-04 15:27:37,2026-02-04 15:27:38,,,,,2026-03-10T11:03:33.511830
10242,2600698,,2026-02-04,,,38.6,ready,2026-02-04 15:27:39,2026-02-04 15:27:39,,,,,2026-03-10T11:03:33.511830
10243,2600699,,2026-02-04,,,3497.0,ready,2026-02-04 15:27:40,2026-02-04 15:27:40,,,,,2026-03-10T11:03:33.511830
10244,2600700,,2026-02-04,,,1350.0,ready,2026-02-04 15:27:42,2026-02-04 15:27:42,,,,,2026-03-10T11:03:33.511830
10245,2600701,,2026-02-04,,,648.0,ready,2026-02-04 15:27:43,2026-02-04 15:27:43,,,,,2026-03-10T11:03:34.140033
10246,2600702,,2026-02-04,,,493.0,ready,2026-02-04 15:27:44,2026-02-04 15:27:44,,,,,2026-03-10T11:03:34.140033
10247,2600703,,2026-02-04,,,148.0,ready,2026-02-04 15:27:44,2026-02-04 15:27:45,,,,,2026-03-10T11:03:34.140033
10248,2600704,,2026-02-04,,,2338.6,ready,2026-02-04 15:27:46,2026-02-04 15:27:46,,,,,2026-03-10T11:03:34.140033
10249,2600705,,2026-02-04,,,1016.0,ready,2026-02-04 15:27:48,2026-02-04 15:27:48,,,,,2026-03-10T11:03:34.140033
10250,2600706,,2026-02-04,,,369.0,ready,2026-02-04 15:27:49,2026-02-04 15:27:49,,,,,2026-03-10T11:03:34.140033
10251,2600707,,2026-02-04,,,245.0,ready,2026-02-04 15:27:50,2026-02-04 15:27:51,,,,,2026-03-10T11:03:34.140033
10252,TJ22224,,2026-02-04,,,90.0,ready,2026-02-04 15:28:21,2026-02-04 15:28:21,,,,,2026-03-10T11:03:34.140033
10253,TJ22225,,2026-02-04,,,90.0,ready,2026-02-04 15:28:21,2026-02-04 15:28:22,,,,,2026-03-10T11:03:34.140033
11162,2600616A,,2026-02-04,,,1205.0,ready,2026-03-09 17:04:48,2026-03-09 17:04:48,,,,,2026-03-10T11:03:37.313672
